Artist Name,Popularity,danceability,energy,key,mode,acousticness,instrumentalness,liveness,valence,tempo,Class
Frank Zappa,56,0.486,0.433,9,1,0.192,0.031,0.124,0.295,110.936,10
Dan Owen,,0.361,0.153,,1,0.879,,0.0918,0.128,80.794,0
Britney Spears,,0.753,0.456,2,1,0.22,1.02E-06,0.449,0.525,112.521,9
Pinkshinyultrablast,33,0.556,0.607,10,1,0.000542,0.00235,0.0781,0.283,89.957,10
King King,35,0.561,0.804,4,1,0.0385,0.00255,0.706,0.588,118.076,2
Bahamas,65,0.755,0.289,2,1,0.535,0.000529,0.109,0.646,177.98,1
RUMINA,19,0.566,0.35,4,0,0.811,0.0612,0.0907,0.0489,125.114,6
Amyl and The Sniffers,36,0.337,0.95,3,0,0.000943,0.00082,0.104,0.474,86.179,1
Doe Boy,51,0.839,0.497,6,0,0.0966,,0.094,0.427,76.029,5
Designed Intervention,37,0.716,0.696,4,1,0.0738,0.125,0.08,0.55,110.019,6
IRONTOM,45,0.504,0.938,8,0,0.00743,,0.0741,0.612,145.91,1
The Black Keys,61,0.532,0.768,4,0,0.8,2.01E-05,0.377,0.698,116.026,10
Powerman 5000,46,0.509,0.928,10,0,1.47E-05,0.000978,0.131,0.49,132.274,8
Biig Piig,,0.643,0.622,7,0,0.345,0.928,0.156,0.833,120.202,6
Wardruna,60,0.234,0.51,5,0,0.657,0.293,0.545,0.191,100.67,8
Phosphorescent,47,0.539,0.582,7,1,0.00818,0.0717,0.15,0.245,95.07,10
"Bruno Mars, Anderson .Paak, Silk Sonic",92,0.586,0.616,5,1,0.182,,0.0927,0.719,148.088,9
Trivium,50,0.517,0.887,10,0,0.000244,0.00258,0.151,0.531,166.008,8
Sam Fischer,64,0.731,0.233,1,1,0.89,,0.3,0.408,108.008,9
The Undertones,61,0.415,0.782,2,1,0.0011,,0.14,0.564,135.029,1
Skales,44,0.87,0.68,5,1,0.141,1.62E-05,0.0595,0.727,97.022,9
Awake for the Sunrise,41,0.351,0.353,10,1,0.889,2.12E-06,0.0903,0.564,201.789,0
Rejjie Snow,58,0.458,0.635,5,1,0.45,0.000108,0.114,0.555,91.926,5
U2,76,0.564,0.774,1,1,0.0135,0.00191,0.0861,0.657,100.894,10
"Fuzon, Shafqat Amanat Ali",38,0.645,0.402,6,1,0.499,1.79E-05,0.362,0.438,80.056,0
Young Rising Sons,54,0.675,0.195,7,0,0.868,2.03E-06,0.126,0.275,91.935,0
Stevedreez,42,0.803,0.319,,0,0.000592,0.0154,0.103,0.441,110.007,9
Song Sung,24,0.425,0.555,,1,0.0262,0.284,0.206,0.247,108.991,10
Wake up Frankie,25,0.534,0.887,10,0,0.000439,0.000128,0.394,0.432,126.475,8
Johnny Cash,57,0.914,0.465,5,1,0.67,,0.222,0.932,110.205,10
Coach Party,41,0.556,0.885,10,1,0.00283,0.0137,0.144,0.556,137.969,6
UPSAHL,58,0.685,0.697,7,1,0.166,,0.129,0.65,86.019,9
SAINt JHN,22,0.802,0.78,8,1,0.0868,0.00149,0.199,0.875,121.985,9
Ben Harper,37,0.506,0.22,7,1,0.922,0.139,0.0806,0.496,93.583,1
Orchards,46,0.587,0.932,7,1,0.00257,,0.0694,0.564,100.004,8
Sampa the Great,53,0.69,0.889,11,0,0.00876,0.00226,0.302,0.761,96.02,5
"Jimmie Allen, Brad Paisley",72,0.563,0.847,1,1,0.0891,,0.121,0.666,96.06,4
Buddy Guy,2,0.723,0.738,5,1,0.81,0.011,0.0829,0.809,120.121,2
Albert King,35,0.343,0.617,11,1,0.366,0.0363,0.784,0.523,171.624,2
MISSIO,53,0.739,0.647,10,0,0.0852,,0.237,0.19,119.991,10
JAWNY,60,0.781,0.746,5,0,0.503,,0.106,0.858,95.73,6
shame,44,0.446,0.902,2,1,0.00966,0.00301,0.135,0.203,92.496,6
Yuval Dayan,28,0.603,0.323,5,0,0.837,6.88E-05,0.11,0.153,145.787,9
Action Bronson,46,0.563,0.809,6,1,0.452,1.76E-05,0.214,0.691,80.524,5
Wire,46,0.568,0.636,4,1,0.431,3.02E-06,0.492,0.71,124.37,6
Scorpions,70,0.153,0.417,1,1,0.434,0.000622,0.211,0.166,80.87,10
Drown in Sulphur,33,0.454,0.9,,1,0.000455,0.802,0.226,0.0799,120.005,8
alt-J,67,0.698,0.875,3,1,0.456,0.0157,0.0826,0.811,101.989,1
Ben Kweller,42,0.692,0.488,7,1,0.00516,,0.113,0.291,144.06,10
Sha Na Na,20,0.587,0.527,9,1,0.952,8.17E-06,0.669,0.914,116.953,10
Cautious Clay,59,0.548,0.58,6,0,0.048,0.0238,0.237,0.446,87.997,1
Lucy Dacus,63,0.551,0.78,,1,0.0941,1.15E-06,0.11,0.421,135.023,6
Eli Young Band,67,0.495,0.527,,1,0.000159,0.0163,0.1,0.574,208.067,4
Dissection,45,0.571,0.853,1,0,3.37E-05,0.126,0.0919,0.648,109.019,8
Ehud Banai,28,0.634,0.803,2,0,0.109,1.28E-05,0.142,0.882,133.797,10
Buffalo Fuzz,38,0.459,0.58,4,1,0.00872,0.0203,0.124,0.185,128.789,10
Chad Tepper,46,0.581,0.791,2,1,0.00141,,0.0716,0.582,161.927,10
The Brian Jonestown Massacre,40,0.465,0.884,11,1,0.000793,0.818,0.49,0.288,128.284,10
Henry Green,51,0.569,0.129,7,0,0.942,0.0251,0.0963,0.15,93.894,0
Nati Levi,21,0.68,0.727,11,1,0.251,4.84E-05,0.221,0.915,99.525,9
Welshly Arms,45,0.665,0.458,6,0,0.661,,0.0774,0.612,141.934,10
Polo G,96,0.789,0.536,6,1,0.41,,0.129,0.437,81.039,5
Marduk,36,0.195,0.983,3,1,1.68E-06,0.308,0.355,0.0378,93.087,8
Celso Blues Boy,28,0.613,0.878,4,1,0.00777,9.20E-05,0.168,0.902,129.991,2
Ruth Brown,46,0.727,0.296,8,1,0.642,0.00195,0.0815,0.592,101.006,2
Abbie Ozard,34,0.481,0.666,8,1,0.0957,,0.104,0.66,98.748,6
Jazz,16,0.66,0.483,9,0,0.0744,0.00103,0.105,0.44,177.585,9
Gun,46,0.525,0.954,6,0,0.00131,0.0453,0.295,0.635,117.729,10
Filip Benedetto,47,0.523,0.133,4,0,0.925,0.892,0.0971,0.152,96.755,7
Rush,72,0.536,0.901,9,1,0.00145,0.0186,0.06,0.666,87.559,10
Waylon Jennings,41,0.448,0.597,,1,0.0884,0.285,0.149,0.514,98.494,4
Lauran Hibberd,32,0.745,0.471,4,1,0.0848,0.000158,0.153,0.846,85.507,10
Hemant Kumar,33,0.514,0.273,4,1,0.956,,0.0829,0.496,92.879,3
"BRELAND, Keith Urban",70,0.79,0.73,,1,0.0586,,0.0878,0.513,93.985,4
–∫—É–ª—å—Ç–æ–¥–∏–Ω–æ—á–µ—Å—Ç–≤–∞,30,0.581,0.675,7,1,0.231,0.585,0.117,0.43,151.96,6
Shocking Blue,53,0.344,0.81,11,1,0.0017,0.000409,0.119,0.667,153.801,1
Tessa Violet,61,0.682,0.736,1,1,0.017,,0.14,0.812,150.021,1
Fiddlehead,,0.533,0.971,4,1,0.000433,0.646,0.109,0.368,129.999,10
Noah Cunane,49,0.364,0.936,9,1,0.000626,2.50E-06,0.427,0.579,180.191,10
Molchat Doma,42,0.653,0.612,,1,0.000606,0.825,0.036,0.593,150.307,6
Jason Aldean,69,0.553,0.872,1,0,0.198,,0.0659,0.638,172.138,4
Omer Adam,53,0.664,0.354,11,0,0.789,1.97E-05,0.168,0.346,135.977,9
The White Stripes,71,0.323,0.982,9,0,0.706,5.93E-05,0.853,0.365,95.517,10
Sarit Hadad,32,0.747,0.89,2,1,0.225,,0.027,0.961,108.032,9
Aerosmith,50,0.426,0.751,4,1,0.122,0.00144,0.271,0.889,153.359,10
North Mississippi Allstars,49,0.633,0.862,10,0,0.0443,0.0148,0.366,0.611,89.957,2
Sarah Neufeld,26,0.194,0.262,4,0,0.968,0.94,0.162,0.0337,66.457,6
Aerosmith,55,0.522,0.738,,1,0.0286,5.80E-06,0.4,0.461,142.702,10
Doss,47,0.825,0.569,5,0,0.0617,0.776,0.094,0.502,123.013,1
Lydia Baskow Trio,61,0.279,0.0331,,1,0.775,0.00863,0.0938,0.212,98.321,7
Howlin' Wolf,42,0.528,0.592,9,0,0.747,1.13E-06,0.203,0.925,156.623,2
Elvis Presley,52,0.699,0.514,4,1,0.587,0.029,0.22,0.63,120.758,10
Asynje,37,0.244,0.371,5,1,0.857,0.0134,0.0644,0.0789,97.799,8
Edith Whiskers,68,0.72,0.197,2,1,0.981,0.00187,0.1,0.284,120.024,9
Windy & Carl,34,0.0862,0.222,9,1,0.893,0.795,0.11,0.109,202.983,6
WurlD,45,0.698,0.609,7,0,0.394,0.00292,0.678,0.742,79.028,9
Wednesday 13,36,0.568,0.89,5,1,4.60E-05,0.015,0.2,0.835,151.101,8
Maddie Jay,43,0.79,0.539,10,1,0.313,0.0534,0.106,0.778,95.024,1
ENMY,46,0.41,0.935,6,1,2.31E-05,0.000752,0.446,0.503,90.964,8
Rose Cousins,42,0.381,0.593,2,1,0.396,0.00245,0.113,0.477,79.848,10
Deftones,53,0.431,0.906,9,1,0.0001,0.0001,0.123,0.53,125.459,8
Blur,63,0.803,0.722,2,1,0.0324,0.00264,0.0763,0.857,139.981,10
L√òL√ò,60,0.627,0.819,,0,0.0526,,0.0838,0.937,90.037,10
L.A. WITCH,28,0.26,0.837,9,1,0.00172,0.685,0.0604,0.486,185.972,6
Tom Francis,42,0.583,0.333,,0,0.764,0.479,0.104,0.195,148.747,0
Abigail Barlow,40,0.799,0.63,1,0,0.154,,0.433,0.77,111.049,9
Cas Haley,45,0.72,0.674,9,1,0.194,0.000386,0.0946,0.97,148.045,10
tricot,47,0.296,0.577,,0,0.0204,1.02E-06,0.121,0.497,87.028,10
The Highwomen,58,0.554,0.47,8,0,0.77,2.60E-06,0.106,0.346,95.598,9
Bones Owens,49,0.451,0.817,11,1,0.0144,3.49E-06,0.103,0.459,79.974,2
Supergrass,46,0.374,0.842,7,0,4.08E-05,0.565,0.118,0.352,150.484,10
Bloc Party,64,0.575,0.936,10,0,0.000128,0.0146,0.0828,0.879,150.234,1
Itay Levi,22,0.757,0.832,,0,0.137,,0.0959,0.688,104.063,9
Ollie,53,0.779,0.335,,0,0.742,,0.0932,0.51,62.482,5
King Crimson,42,0.297,0.743,9,1,0.00277,0.879,0.16,0.119,87.829,10
Sara Kays,64,0.569,0.538,2,1,0.593,,0.23,0.552,104.05,9
Miley Cyrus,83,0.781,0.67,3,0,0.0103,,0.0761,0.595,127.99,9
Nevertel,,0.599,0.816,2,1,0.00154,0.000131,0.462,0.249,120.022,8
ZZ Top,76,0.545,0.64,4,0,0.00249,0.0304,0.196,0.606,80.544,10
Tal Segev,24,0.63,0.813,7,1,0.0856,4.29E-06,0.376,0.375,121.962,9
Digga D,66,0.647,0.62,8,1,0.217,,0.121,0.276,140.221,5
Survive Said The Prophet,37,0.669,0.834,4,0,0.0636,,0.117,0.438,114.019,10
Immortal,34,0.22,0.985,5,1,0.0158,0.637,0.296,0.0314,101.328,8
Generation X,53,0.385,0.947,4,1,4.72E-05,0.616,0.662,0.831,176.28,10
Extreme,73,0.623,0.127,6,1,0.452,,0.114,0.237,91.625,10
Millennial,38,0.587,0.0984,2,1,0.87,0.000143,0.103,0.221,124.808,0
Rudimental,77,0.653,0.809,,1,0.194,,0.165,0.55,92.213,9
Kanye West,78,0.542,0.914,,0,0.0161,,0.744,0.576,153.993,5
"Gautier Capuçon, Jerome Ducros",,0.0975,0.0077,9,0,0.988,0.83,0.0603,0.0989,87.152,7
Kash Doll,56,0.908,0.696,9,1,0.0213,4.06E-05,0.0747,0.287,102.032,5
Austin TV,35,0.443,0.948,9,0,3.16E-05,0.21,0.142,0.859,186.161,10
CHVRCHES,54,0.462,0.722,1,1,0.0356,4.52E-06,0.127,0.327,173.941,6
Turin Brakes,32,0.455,0.423,9,1,0.0115,5.47E-05,0.139,0.158,114.841,6
Justin Bieber,79,0.509,0.228,4,1,0.92,,0.104,0.586,90.674,9
Dejector,28,0.68,0.661,10,1,0.34,0.447,0.104,0.202,137.989,9
Ashley Monroe,48,0.712,0.354,1,0,0.386,1.14E-05,0.116,0.528,133.969,1
Britney Spears,55,0.828,0.662,7,1,0.0394,2.02E-05,0.191,0.847,105.014,9
Cherry Tess & Her Rhythm Sparks,30,0.403,0.852,2,1,0.228,,0.0621,0.692,150.19,10
Tru Carr,57,0.726,0.611,1,1,0.0317,,0.286,0.684,154.067,5
The Kid LAROI,78,0.719,0.598,9,1,0.232,,0.115,0.303,142.592,9
Fareeduddin Ayaz Qawal,10,0.318,0.535,1,1,0.712,2.68E-05,0.0853,0.189,169.739,0
The Rolling Stones,52,0.385,0.393,7,1,0.561,0.00138,0.101,0.178,147.665,10
Lalalar,43,0.776,0.523,7,1,0.17,0.82,0.429,0.529,100.976,10
Wooden Shjips,41,0.383,0.475,11,0,0.00706,0.759,0.108,0.339,141.423,1
The Lightning Seeds,55,0.622,0.702,4,1,0.0393,0.439,0.0903,0.858,123.518,10
Eyal Golan,34,0.724,0.399,2,0,0.782,,0.0936,0.454,135.82,9
Junon,31,0.447,0.962,2,1,2.27E-06,0.941,0.328,0.22,125.038,8
Backstreet Boys,52,0.709,0.555,2,1,0.000269,,0.0804,0.638,106,9
Doul,37,0.391,0.742,2,1,0.00277,0.00365,0.254,0.479,172.056,1
Kylie V,30,0.605,0.428,6,1,0.685,0.00924,0.201,0.228,152.969,6
Nytt Land,37,0.428,0.42,4,0,0.145,0.272,0.348,0.107,87.016,8
Rosetta Stone,38,0.469,0.813,7,1,8.15E-05,0.774,0.198,0.558,135.019,10
ssgkobe,53,0.584,0.561,11,0,0.0121,,0.136,0.579,74.106,5
Prospa,55,0.429,0.683,8,1,0.000823,0.00342,0.0801,0.0536,126.873,6
Scream,26,0.29,0.982,9,1,0.000291,3.72E-05,0.331,0.191,92.135,10
David Shaw,47,0.72,0.747,7,1,0.204,2.55E-05,0.139,0.919,145.047,1
DJ Scream,32,0.73,0.829,2,1,0.137,,0.37,0.54,135.914,5
Meir Banai,44,0.5,0.268,4,0,0.842,1.15E-05,0.109,0.155,120.996,10
Bryan Adams,36,0.402,0.356,,1,0.789,,0.906,0.312,136.979,9
Sonic Youth,63,0.286,0.907,7,1,0.000277,0.202,0.0837,0.746,156.395,10
Saba,63,0.878,0.441,11,0,0.103,,0.102,0.374,115.051,5
Courtney Salas Group,50,0.573,0.0368,7,0,0.977,0.964,0.111,0.167,106.256,7
Omer Adam,35,0.576,0.311,3,1,0.745,,0.0918,0.692,110.277,9
Pearl Jam,53,0.417,0.932,9,1,0.000187,0.00121,0.326,0.436,163.527,10
Luke Bryan,60,0.683,0.9,9,1,0.0439,,0.177,0.962,117.036,4
Lata Mangeshkar,,0.523,0.218,1,1,0.979,1.07E-05,0.226,0.515,87.652,3
Melvoni,51,0.849,0.417,5,1,0.11,,0.113,0.16,126.05,5
Shriekback,37,0.769,0.673,,1,0.115,7.85E-05,0.458,0.878,131.254,6
Rob Zombie,54,0.546,0.919,2,1,5.31E-05,0.178,0.0833,0.383,99.972,8
Bloody Hammers,37,0.456,0.944,,1,0.000136,0.194,0.297,0.49,175.026,8
Hypocrisy,41,0.364,0.565,7,0,0.0005,0.289,0.254,0.0583,121.285,8
Kali,67,0.614,0.41,1,0,0.0865,6.87E-06,0.159,0.31,104.482,5
Journey,44,0.52,0.952,10,1,0.23,2.52E-05,0.325,0.574,88.002,10
Holly Herndon,35,0.47,0.56,5,0,0.00244,7.14E-05,0.468,0.168,140.02,6
The Go,11,0.416,0.813,2,1,0.122,0.01,0.107,0.424,122.171,2
Transatlantic,27,0.377,0.871,10,1,0.00381,,0.762,0.325,131.232,8
Kasabian,55,0.526,0.776,7,1,0.000431,0.0157,0.334,0.524,131.194,6
Rob Zombie,64,0.518,0.975,8,1,0.000136,0.827,0.42,0.32,154.059,8
You Am I,47,0.271,0.882,7,1,0.0404,0.00201,0.0826,0.423,142.92,10
Bring Me The Horizon,63,0.4,0.959,2,0,0.000187,4.21E-06,0.231,0.339,149.062,8
lil aaron,4,0.5,0.9,2,1,0.000375,,0.381,0.632,159.826,10
Marmozets,36,0.353,0.979,7,0,0.005,0.102,0.342,0.26,157.907,10
Yaeji,44,0.892,0.402,1,1,0.157,0.0331,0.0875,0.506,108.02,6
Julien Baker,52,0.594,0.531,7,1,0.482,0.00258,0.157,0.624,107.968,6
Iron Maiden,51,0.176,0.974,7,0,0.000419,2.62E-05,0.107,0.334,185.491,8
"Niccolò Paganini, Jan Vogler",38,0.16,0.257,2,1,0.99,0.8,0.107,0.224,172.442,7
Fantastic Negrito,38,0.724,0.56,10,0,0.085,,0.153,0.373,74.984,5
Marina Maximilian,21,0.505,0.362,10,1,0.442,0.000123,0.122,0.199,121.885,9
"Asha Bhosle, Manna Dey",11,0.331,0.759,6,0,0.826,0.269,0.544,0.326,103.407,3
Black Label Society,54,0.359,0.83,5,1,0.000217,3.83E-05,0.0601,0.205,76.727,8
Quiet Riot,71,0.409,0.92,11,0,0.00719,0.00105,0.0823,0.37,145.085,8
Foals,66,0.495,0.931,2,0,0.0025,0.0819,0.246,0.617,104.05,6
The Fretless,32,0.76,0.292,,1,0.829,0.303,0.0832,0.568,104.939,6
"John Prine, Fiona Prine",43,0.7,0.252,5,1,0.921,2.89E-05,0.117,0.552,97.51,0
River,5,0.658,0.179,8,1,0.689,,0.17,0.191,128.128,0
New Order,67,0.372,0.91,2,1,0.00101,0.0944,0.13,0.756,161.964,6
The Beatles,82,0.557,0.54,9,1,0.0339,0.00248,0.179,0.394,129.171,10
Sara Farell,50,0.674,0.265,3,1,0.845,,0.111,0.481,139.913,9
"Vincenzo Bellini, Ophélie Gaillard, Morphing Chamber Orchestra, Frédéric Chaslin",37,0.111,0.188,7,0,0.986,0.854,0.114,0.0556,80.867,7
Fleetwood Mac,78,0.73,0.487,4,1,0.258,0.01,0.0852,0.731,114.965,10
UniBe@t,37,0.83,0.72,5,0,0.0012,0.00456,0.0887,0.9,116.013,6
Dot Cromwell,33,0.837,0.737,,1,0.277,9.41E-05,0.322,0.578,133.048,5
Joe Bonamassa,36,0.471,0.944,10,0,0.000744,0.000587,0.193,0.763,94.414,2
Grateful Dead,63,0.783,0.284,9,1,0.679,0.282,0.0767,0.584,82.676,10
Ariel Posen,33,0.61,0.547,2,0,0.0911,4.31E-06,0.165,0.618,131.99,2
Helena Deland,42,0.662,0.63,10,1,0.633,0.673,0.363,0.528,101.994,1
P Money,33,0.674,0.846,7,1,0.613,,0.577,0.577,138.066,5
Skarlett Riot,46,0.477,0.923,10,0,0.000462,5.54E-06,0.096,0.411,171.999,8
B.B. King,26,0.699,0.475,,1,0.946,0.000762,0.281,0.74,116.471,2
Steely Dan,53,0.787,0.607,11,0,0.119,0.00305,0.0929,0.681,109.38,10
Backstreet Boys,53,0.738,0.75,2,0,0.0323,,0.102,0.801,96.112,9
Sarah Jarosz,53,0.584,0.273,9,1,0.853,0.000109,0.102,0.47,149.757,1
Sum 41,60,0.553,0.868,6,0,7.35E-05,0.0359,0.0934,0.5,140.054,10
Anti-Flag,44,0.582,0.945,11,0,0.00016,,0.668,0.389,123.041,10
JD McPherson,30,0.692,0.843,11,0,0.448,0.0193,0.0876,0.974,147.306,10
Cian Ducrot,57,0.705,0.476,11,1,0.684,,0.16,0.757,134.947,9
PACKS,29,0.363,0.683,11,0,0.0118,0.000162,0.109,0.578,144.776,6
Lush,40,0.363,0.872,11,0,0.0743,0.929,0.231,0.238,105.06,6
Orr Amrami Brockman,43,0.594,0.622,1,0,0.169,,0.219,0.546,93.433,9
Ori Ben Ari,39,0.577,0.497,5,0,0.203,,0.113,0.31,140.024,9
Sarit Hadad,20,0.808,0.791,1,1,0.144,3.87E-06,0.0518,0.786,111.975,9
ATB,91,0.669,0.784,7,1,0.194,6.28E-06,0.115,0.517,125.993,9
Psychedelic Porn Crumpets,38,0.414,0.938,11,1,0.00125,0.00312,0.458,0.341,177.971,6
La Banda del Capitan Corneta,17,0.447,0.737,5,1,0.449,0.00029,0.157,0.762,128.733,2
Keren Peles,39,0.545,0.572,2,0,0.605,,0.0601,0.365,128.288,9
Jacques Greene,43,0.565,0.468,8,0,0.794,0.905,0.216,0.079,155.006,6
Shalom Hanoch,15,0.486,0.831,7,1,0.0312,6.51E-05,0.159,0.398,97.855,10
SPIRIT OF THE BEEHIVE,47,0.266,0.66,2,1,0.0629,0.514,0.437,0.358,83.02,6
Black Eyed Peas,55,0.885,0.681,6,1,0.129,0.0161,0.384,0.569,117.979,9
Gary Stewart,37,0.708,0.482,6,1,0.567,2.59E-05,0.115,0.699,109.41,4
Gerry Rafferty,69,0.497,0.349,7,1,0.0929,0.028,0.259,0.421,113.762,10
Dead Pony,43,0.487,0.797,6,0,9.37E-05,0.0826,0.248,0.452,156.016,10
Demrick,10,0.578,0.896,2,1,0.00276,1.26E-05,0.221,0.362,185.64,5
Howler,33,0.552,0.936,11,1,0.314,0.0129,0.105,0.222,166.849,6
Benny Walker,40,0.699,0.392,11,1,0.502,0.000344,0.133,0.289,134.855,2
Saptak Chatterjee,23,0.53,0.765,7,1,0.564,,0.124,0.24,96.079,0
Queen,78,0.692,0.497,2,1,0.676,,0.259,0.475,81.308,10
Brothers Osborne,47,0.435,0.856,,1,0.00856,0.0343,0.117,0.569,180.298,10
Pete Shelley,45,0.603,0.872,2,1,0.00121,4.69E-06,0.754,0.686,132.82,1
Celtic Frost,46,0.245,0.933,4,0,3.43E-05,0.182,0.0437,0.456,178.555,8
Azu Tiwaline,25,0.178,0.461,,1,0.625,0.802,0.148,0.219,66.449,6
Alabama Shakes,55,0.548,0.428,2,1,0.847,0.608,0.0827,0.181,114.752,2
"Domenico Monleone, Pietro Mascagni, HAUSER, Robert Ziegler, London Symphony Orchestra",46,0.186,0.364,5,1,0.962,0.899,0.101,0.0392,88.955,7
The Groundhogs,31,0.388,0.657,11,0,0.0472,0.00198,0.299,0.905,185.47,2
Red Death,16,0.445,0.975,5,1,9.96E-05,0.018,0.297,0.136,109.401,8
Concrete Castles,43,0.553,0.707,1,0,0.0242,,0.0735,0.325,140.098,1
Nirvana,7,0.272,0.855,10,1,0.853,0.00624,0.11,0.378,132.498,10
Lana Del Rey,68,0.49,0.104,4,0,0.964,,0.162,0.278,86.675,6
Little Simz,75,0.436,0.655,7,1,0.425,,0.393,0.523,139.712,9
Creedence Clearwater Revival,77,0.741,0.697,,1,0.0664,2.28E-05,0.133,0.774,116.109,10
Bon Jovi,50,0.332,0.967,2,1,0.177,,0.308,0.389,100.497,10
(sic)boy,41,0.442,0.744,,0,0.00804,1.32E-06,0.0823,0.563,182.212,9
The Dandy Warhols,68,0.584,0.931,9,1,0.00315,0.772,0.133,0.694,131.275,10
Hayley Williams,55,0.561,0.372,3,1,0.541,0.00248,0.124,0.365,110.062,6
Dick Dale and his Del-Tones,53,0.289,0.879,4,1,0.015,0.503,0.441,0.584,172.924,1
"Anonymous, Sheku Kanneh-Mason, Isata Kanneh-Mason",,0.131,0.0606,9,0,0.988,0.265,0.421,0.0391,87.462,7
Two Door Cinema Club,50,0.652,0.722,5,0,0.0653,0.0211,0.259,0.496,105.972,6
John Coltrane,3,0.617,0.167,8,0,0.727,0.0111,0.0561,0.26,117.246,2
Our Last Night,60,0.451,0.937,2,1,0.000383,3.96E-06,0.134,0.524,177.878,8
Dizzee Rascal,52,0.934,0.826,7,1,0.0241,4.32E-06,0.0934,0.301,104.741,5
Randy Travis,50,0.703,0.575,,1,0.361,,0.0692,0.869,85.672,4
LAYBRICKS,28,0.511,0.886,2,1,0.000354,0.000109,0.111,0.527,104.001,10
Ariel Posen,38,0.637,0.371,7,0,0.564,0.0063,0.101,0.693,82.965,2
Noisettes,73,0.569,0.692,9,1,0.0167,3.78E-05,0.126,0.737,141.632,9
Electric Enemy,48,0.404,0.876,9,1,0.0269,,0.479,0.458,179.941,10
Hanan Ben Ari,52,0.458,0.369,10,0,0.305,1.74E-06,0.339,0.239,53.437,9
Shlomo Artzi,21,0.381,0.371,7,1,0.297,1.02E-06,0.145,0.255,86.514,10
blackbear,73,0.795,0.642,9,1,0.0509,,0.17,0.669,97.999,9
NUMI,8,0.863,0.446,7,1,0.486,,0.0931,0.243,117.919,5
Yehudit Ravitz,24,0.478,0.305,7,1,0.592,,0.104,0.192,85.737,10
Vice Beats,40,0.846,0.725,5,0,0.361,0.000406,0.0752,0.814,95.011,5
Sister James,32,0.345,0.517,4,1,0.0219,0.0728,0.189,0.398,144.015,1
Projexx,52,0.623,0.463,6,0,0.499,0.00341,0.22,0.103,99.693,5
Barns Courtney,65,0.548,0.64,10,0,0.21,0.000328,0.08,0.392,108.326,10
Brett Young,75,0.607,0.536,10,1,0.386,,0.102,0.434,147.986,4
Surf Curse,61,0.346,0.944,9,1,4.16E-05,0.565,0.0546,0.403,179.63,9
Infectious Grooves,34,0.487,0.977,5,1,0.00734,3.15E-05,0.115,0.736,114.359,10
Avenue Beat,65,0.702,0.597,2,1,0.587,3.62E-06,0.112,0.383,85.016,9
Danzig,50,0.533,0.411,7,1,0.012,0.073,0.128,0.148,84.049,8
Red Hot Chili Peppers,64,0.623,0.936,,1,0.000617,9.86E-05,0.269,0.705,101.514,10
Persephone,40,0.585,0.404,2,1,0.458,6.42E-06,0.121,0.43,125.267,0
Cage The Elephant,59,0.543,0.946,2,1,0.00614,1.49E-05,0.106,0.547,117.962,10
Noah Reid,56,0.441,0.138,11,1,0.93,0.00023,0.105,0.119,85.492,0
Alice Cooper,41,0.654,0.822,4,1,0.0228,3.00E-05,0.11,0.591,108.076,8
Merk,23,0.76,0.537,9,0,0.544,0.0285,0.066,0.734,115.014,6
Oasis,58,0.335,0.776,9,0,9.27E-06,9.51E-06,0.369,0.219,90.59,1
U2,54,0.364,0.638,8,1,0.00735,0.399,0.133,0.451,152.509,10
Maximo Park,41,0.147,0.904,4,1,0.000328,0.129,0.375,0.414,150.163,1
deryk,34,0.641,0.464,9,0,0.631,0.0334,0.0868,0.246,145.862,6
Lords of Black,31,0.418,0.929,7,1,0.000131,0.00134,0.245,0.546,170.037,8
Little Simz,64,0.531,0.648,1,1,0.712,0.000191,0.0973,0.799,86.739,1
Anti-Flag,42,0.359,0.988,,1,0.0303,,0.0726,0.191,167.045,10
Johnni Bassett,12,0.68,0.393,7,0,0.153,0.00362,0.101,0.368,86.396,2
Koe Wetzel,61,0.652,0.798,2,0,0.00486,,0.131,0.292,141.014,10
Shlomo Artzi,29,0.639,0.211,,1,0.687,1.14E-05,0.0963,0.37,139.169,10
Martika,59,0.514,0.59,1,0,0.403,,0.126,0.173,130.167,10
Ritt Momney,6,0.399,0.492,6,0,0.058,0.00101,0.11,0.159,91.066,9
Royal Blood,67,0.658,0.814,,1,0.229,0.00676,0.216,0.69,108.016,10
Surf Curse,86,0.346,0.944,9,1,4.16E-05,0.565,0.0546,0.403,179.63,10
Ozzy Osbourne,67,0.346,0.749,6,1,0.00167,8.86E-05,0.648,0.315,102.591,8
Dudu Aharon,17,0.669,0.888,5,0,0.117,,0.503,0.695,131.982,9
The String Cheese Incident,25,0.515,0.871,,1,0.645,0.474,0.835,0.669,118.54,10
Passersby,28,0.381,0.322,2,1,0.867,0.424,0.111,0.377,170.033,6
Belinda Carlisle,16,0.372,0.833,2,1,0.0228,,0.988,0.551,135.773,9
Dance Gavin Dance,63,0.224,0.905,5,0,0.0509,,0.281,0.485,78.318,10
Aldous Harding,46,0.721,0.464,2,1,0.753,0.000869,0.0946,0.693,118.081,6
Spoonie Gee,25,0.874,0.876,4,0,0.377,,0.194,0.851,106.68,5
Bring Me The Horizon,58,0.589,0.914,7,1,0.00119,0.000257,0.361,0.512,129.935,10
